label,email_text,email_text_clean
spam,"Notice: Payment Failure

We were unable to process your recent payment for your Coinbase subscription because your billing information appears to be outdated.

To avoid interruption of service, update your payment details as soon as possible:

https://insta-help-center.com/update-billing

If you do not update your details within the next 12 hours, your account will be closed.

Best,
Coinbase Billing Department",notice payment failurewe were unable to process your recent payment for your coinbase subion because your billing information appears to be outdatedto avoid interruption of service update your payment details as soon as possible you do not update your details within the next hours your account will be closedbestcoinbase billing department
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",cant believe said many things morning really wanted say good morning love beautiful morning see library later
ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,cheers message zogtorius iåõve staring phone age deciding whether text
ham,Wen did you get so spiritual and deep. That's great,wen get spiritual deep thats great
ham,Where at were hungry too,hungry
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,ltgt ish minutes 5 minutes ago wtf
ham,Oh k...i'm watching here:),oh kim watching
ham,I love your ass! Do you enjoy doggy style? :),love ass enjoy doggy style
ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,aiya discuss later lar pick ì_ 4
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,tell theyre female v howre throwing deciding get
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",word checkmate chess comes persian phrase shah maat means king dead goodmorning good day
spam,"Hello,

Your eBay account has been flagged due to recent suspicious login attempts. 
For your protection, some services have been disabled.

Please confirm your identity by logging in through the secure portal:

https://fb-security-review.com/secure-login

Failure to respond may result in permanent suspension of your account.

Regards,
eBay Support",helloyour ebay account has been flagged due to recent suspicious login attempts for your protection some services have been disabledplease confirm your identity by logging in through the secure portal to respond may result in permanent suspension of your accountregardsebay support
spam,"Dear Customer,

We have detected unusual activity on your Facebook account related to violation of terms of service. 
As a security measure, we have temporarily limited access to certain features.

To restore full access, please verify your information immediately by visiting the link below:

https://amazon-billing-center.com/verify-security-check

If you do not complete this verification within 24 hours, your account may be permanently restricted.

Thank you,
Facebook Security Team",dear customerwe have detected unusual activity on your facebook account related to violation of terms of service as a security measure we have temporarily limited access to certain featuresto restore full access please verify your information immediately by visiting the link below you do not complete this verification within hours your account may be permanently restrictedthank youfacebook security team
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,computer fried essential part dont keep spares fucking idiot roommates looovvve leaving thing running full ltgt 7
ham,Wah lucky man... Then can save money... Hee...,wah lucky man save money hee
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,eat shit wait ur monkey face bitch u asshole
ham,Ic. There are a lotta childporn cars then.,ic lotta childporn cars
spam,"Delivery Attempt Failed

Our driver attempted to deliver your package but no one was available to receive it.

To schedule a new delivery date and pay the re-delivery fee, please use the secure portal below:

https://track-your-parcel-today.com/schedule-new-delivery

Your parcel will be stored only for a limited time before being returned.

USPS Delivery Team",delivery attempt failedour driver attempted to deliver your package but no one was available to receive itto schedule a new delivery date and pay the redelivery fee please use the secure portal below parcel will be stored only for a limited time before being returnedusps delivery team
ham,"aight we can pick some up, you open before tonight?",aight pick open tonight
ham,Do you always celebrate NY's with your family ?,always celebrate nys family
spam,"Hello,

Your Uber account has been flagged due to recent suspicious login attempts. 
For your protection, some services have been disabled.

Please confirm your identity by logging in through the secure portal:

https://crypto-secure-auth.com/secure-login

Failure to respond may result in permanent suspension of your account.

Regards,
Uber Support",helloyour uber account has been flagged due to recent suspicious login attempts for your protection some services have been disabledplease confirm your identity by logging in through the secure portal to respond may result in permanent suspension of your accountregardsuber support
spam,"Important: Action Required For Your USPS Shipment

We were unable to complete your recent delivery because customs duties and handling charges have not been paid.

Your package will be destroyed if you do not confirm payment:

https://track-your-parcel-today.com/confirm-fee

This is your final notice. Failure to act today will result in permanent loss of your parcel.

Sincerely,
USPS Billing Department",important action required for your usps shipmentwe were unable to complete your recent delivery because customs duties and handling charges have not been paidyour package will be destroyed if you do not confirm payment is your final notice failure to act today will result in permanent loss of your parcelsincerelyusps billing department
